domain,label,confidence,text_score,vision_score,reasons,image_count,error,started_at,finished_at,stage_used,nav_count,heading_count
dstrezzed.com,Generalist,1.0,0.0,,"bodywear:underwear;generalist:jeans,coats,jackets",0,,2025-11-07T12:23:03.232598,2025-11-07T12:23:03.975682,http,42,5
en.dpam.com,Generalist,1.0,0.0,,"bodywear:underwear,pyjamas;generalist:jeans,coats,baby",0,,2025-11-07T12:23:04.366528,2025-11-07T12:23:05.534506,http,146,1
dunderdon.com,Generalist,1.0,0.0,,,0,,2025-11-07T12:23:05.999912,2025-11-07T12:23:07.445832,http,15,5
elfs.hr,Generalist,1.0,0.0,,,0,,2025-11-07T12:23:07.873753,2025-11-07T12:23:10.084022,http,100,2
eterna.de,Generalist,1.0,0.0,,,0,,2025-11-07T12:23:10.368416,2025-11-07T12:23:11.646344,http,69,9
eatdustclothing.com,Generalist,1.0,0.0,,"generalist:denim,outerwear,jackets",0,,2025-11-07T12:23:11.991262,2025-11-07T12:23:12.559891,http,149,7
eden-park.com,Generalist,0.9113636363636364,0.0886363636363636,,"bodywear:pyjamas,sous-vêtements,maillots;generalist:sneakers,accessoires,manteaux",0,,2025-11-07T12:23:12.838330,2025-11-07T12:23:13.804824,http,150,9
eivyclothing.com,Generalist,0.85,0.2,0.1,"bodywear:bra,bras;generalist:jackets,accessories;vision_screenshot:0.10",1,,2025-11-07T12:23:14.080058,2025-11-07T12:23:20.157981,http+vision,41,1
enablethelabel.com,Generalist,1.0,0.0,,,0,,2025-11-07T12:23:20.469922,2025-11-07T12:23:21.590584,http,6,2
enviedefraise.com,Generalist,0.8523809523809524,0.2952380952380952,0.0,"bodywear:lingerie,nightwear,swimwear,loungewear;generalist:jeans,coats,jackets;vision_screenshot:0.00",1,,2025-11-07T12:23:21.926401,2025-11-07T12:23:30.874721,http+vision,29,8
envii.com,Generalist,1.0,0.0,,"generalist:jeans,coats,jackets",0,,2025-11-07T12:23:31.164900,2025-11-07T12:23:31.931989,http,109,8
escora-dessous.de,Pure Bodywear,0.8657894736842104,0.8657894736842104,,"bodywear:shapewear,loungewear,bh,slip,slips;generalist:accessoires,mäntel,taschen",0,,2025-11-07T12:23:32.205795,2025-11-07T12:24:14.530723,firecrawl,150,20
essentiel.be,Generalist,1.0,0.0,,"bodywear:sokken;generalist:denim,jassen,schoenen",0,,2025-11-07T12:24:15.026829,2025-11-07T12:24:18.172463,http,99,4
whatismybrowser.com,Generalist,1.0,0.0,,,0,,2025-11-07T12:24:18.467699,2025-11-07T12:24:19.862955,http,5,10
eudoxie.shop,Generalist,1.0,0.0,,"generalist:accessoires,vestes,bijoux",0,,2025-11-07T12:24:20.194439,2025-11-07T12:24:21.726565,http,58,10
falke.com,Bodywear Leaning,0.5,0.5515151515151515,0.2,"bodywear:underwear,bras,panties,hosiery,slips;generalist:jackets,accessories,sneaker;vision_screenshot:0.20",1,,2025-11-07T12:24:21.996408,2025-11-07T12:24:26.898516,http+vision,100,3
farah.co.uk,Generalist,0.8730769230769231,0.1269230769230769,,"bodywear:swim;generalist:coats,jackets,accessories",0,,2025-11-07T12:24:27.202764,2025-11-07T12:24:28.350696,http,96,6
farailondon.com,Generalist,1.0,0.0,,generalist:home,0,,2025-11-07T12:24:28.641876,2025-11-07T12:24:29.944483,http,15,8
femilet.dk,Pure Bodywear,0.979591836734694,0.979591836734694,,bodywear:bh,0,,2025-11-07T12:24:30.201705,2025-11-07T12:24:31.478636,http,63,5
fiorucci.com,Generalist,1.0,0.0,,generalist:accessories,0,,2025-11-07T12:24:31.750171,2025-11-07T12:24:32.423644,http,6,0
firetrap.com,Generalist,1.0,0.0,,"generalist:jeans,coats,jackets",0,,2025-11-07T12:24:32.710184,2025-11-07T12:25:04.130651,http,36,8
fredginger.com,Generalist,1.0,0.0,,generalist:baby,0,,2025-11-07T12:25:04.584465,2025-11-07T12:25:05.390309,http,13,10
fredmello.it,Generalist,1.0,0.0,,"generalist:jeans,coats,jackets",0,,2025-11-07T12:25:05.682194,2025-11-07T12:25:07.590530,http,92,9
freyalingerie.com,Pure Bodywear,0.9935483870967742,0.9935483870967742,,"bodywear:lingerie,bras,briefs,nightwear,swimwear",0,,2025-11-07T12:25:07.885520,2025-11-07T12:25:09.451136,http,149,10
gant.com,Generalist,1.0,0.0,,"bodywear:underwear,pyjamas;generalist:jeans,coats,jackets",0,,2025-11-07T12:25:09.877368,2025-11-07T12:25:10.899552,http,150,5
gina-laura.com,Generalist,0.91,0.0,0.1,vision_screenshot:0.10;text_extraction_failed,1,,2025-11-07T12:25:11.253945,2025-11-07T12:25:15.724184,playwright,0,0
grimeywear.com,Generalist,1.0,0.0,0.0,vision_screenshot:0.00;text_extraction_failed,1,,2025-11-07T12:25:16.175551,2025-11-07T12:25:20.905088,playwright,0,0
theartofgallo.it,Error,0.0,,,,0,Firecrawl API error: 408,2025-11-07T12:25:21.334242,2025-11-07T12:26:04.023350,,0,0
globebrand.com,Generalist,1.0,0.0,,"generalist:shoes,footwear",0,,2025-11-07T12:26:04.616073,2025-11-07T12:26:05.217817,http,150,9
gloriousgangsta.com,Generalist,1.0,0.0,0.0,vision_screenshot:0.00;text_extraction_failed,1,,2025-11-07T12:26:05.502194,2025-11-07T12:26:13.861922,playwright,0,0
goldenequation.co.uk,Generalist,1.0,0.0,0.0,vision_screenshot:0.00;text_extraction_failed,1,,2025-11-07T12:26:14.262608,2025-11-07T12:26:22.327150,playwright,0,0
gfnclothing.com,Generalist,1.0,0.0,,"generalist:denim,jeans,coats",0,,2025-11-07T12:26:22.652201,2025-11-07T12:26:24.792340,http,77,6
jploenes.de,Generalist,1.0,0.0,,,0,,2025-11-07T12:26:25.054872,2025-11-07T12:26:54.885374,firecrawl,23,15
happyshorts.com,Pure Bodywear,0.9285714285714286,0.9285714285714286,,"bodywear:trunks,boxershorts,unterwäsche",0,,2025-11-07T12:26:55.366340,2025-11-07T12:26:56.124839,http,22,9
head.com,Generalist,0.955,0.0,0.05,vision_screenshot:0.05;text_extraction_failed,1,,2025-11-07T12:26:56.431223,2025-11-07T12:27:04.339362,playwright,0,0
hobbs.com,Generalist,1.0,0.0,,"generalist:coats,jackets",0,,2025-11-07T12:27:04.783386,2025-11-07T12:27:09.838445,http,139,10
hosbjerg.com,Generalist,0.9615384615384616,0.0384615384615384,,"bodywear:swimwear;generalist:jackets,baby,accessories",0,,2025-11-07T12:27:10.327607,2025-11-07T12:27:11.033205,http,46,1
heatkeeper.nl,Generalist,1.0,0.0,,"generalist:home,kinderen",0,,2025-11-07T12:27:11.363066,2025-11-07T12:27:13.091620,http,52,5
heimat-textil.com,Generalist,1.0,0.0,,"generalist:jackets,home,accessories",0,,2025-11-07T12:27:13.424461,2025-11-07T12:27:14.444549,http,57,5
hellyhansen.com,Generalist,1.0,0.0,,,0,,2025-11-07T12:27:14.740309,2025-11-07T12:27:18.137822,playwright,0,0
holzweiler.no,Generalist,1.0,0.0,,"generalist:denim,jackets,accessories",0,,2025-11-07T12:27:18.579451,2025-11-07T12:27:19.514859,http,18,10
houdinisportswear.com,Generalist,0.8777777777777778,0.1222222222222222,,"bodywear:underwear;generalist:jackets,accessories,bags",0,,2025-11-07T12:27:19.863345,2025-11-07T12:27:20.511434,http,49,9
hudson-shop.com,Generalist,0.91,0.0,0.1,vision_screenshot:0.10;text_extraction_failed,1,,2025-11-07T12:27:20.795049,2025-11-07T12:27:28.173637,playwright,0,0
hugoboss.com,Generalist,1.0,0.0,,"generalist:sneakers,accessoires",0,,2025-11-07T12:27:28.574639,2025-11-07T12:27:29.370417,http,34,10
hunterboots.com,Generalist,1.0,0.0,,"generalist:shoes,footwear,sneakers",0,,2025-11-07T12:27:29.761701,2025-11-07T12:27:30.125430,http,98,7
hustandclaire.com,Generalist,0.7576923076923077,0.3846153846153846,0.1,"bodywear:nightwear,swimwear;generalist:outerwear,accessories;vision_screenshot:0.10",1,,2025-11-07T12:27:30.475799,2025-11-07T12:27:47.300152,http+vision,150,9
inaska-swimwear.com,Generalist,1.0,0.0,0.0,vision_screenshot:0.00;text_extraction_failed,1,,2025-11-07T12:27:47.741146,2025-11-07T12:27:56.692391,playwright,0,0
ion-products.com,Generalist,0.955,0.0,0.05,vision_screenshot:0.05;text_extraction_failed,1,,2025-11-07T12:27:57.060137,2025-11-07T12:28:01.688171,playwright,0,0
iriedaily.de,Generalist,1.0,0.0,0.0,vision_screenshot:0.00;text_extraction_failed,1,,2025-11-07T12:28:02.201424,2025-11-07T12:28:10.004168,playwright,0,0
item-m6.com,Bodywear Leaning,0.4211538461538462,0.3923076923076923,0.45,"bodywear:shapewear;generalist:jeans,beauty;vision_screenshot:0.45",1,,2025-11-07T12:28:10.394311,2025-11-07T12:28:18.152341,http+vision,54,10
ivy-oak.com,Generalist,1.0,0.0,,"generalist:denim,coats,jackets",0,,2025-11-07T12:28:18.492227,2025-11-07T12:28:19.743302,http,50,5
izac.fr,Generalist,0.91,0.0,0.1,vision_screenshot:0.10;text_extraction_failed,1,,2025-11-07T12:28:20.036109,2025-11-07T12:28:25.857281,playwright,0,0
icebreaker.com,Bodywear Leaning,0.51875,0.5875,0.45,"bodywear:ondergoed,beha,sokken;generalist:jassen;vision_screenshot:0.45",1,,2025-11-07T12:28:26.182123,2025-11-07T12:28:37.088184,http+vision,50,10
icepeak.fi,Generalist,1.0,0.0,,,0,,2025-11-07T12:28:37.503393,2025-11-07T12:28:39.072960,http,122,1
inwear.com,Generalist,1.0,0.0,,"generalist:denim,jeans,accessories",0,,2025-11-07T12:28:39.434197,2025-11-07T12:28:40.131558,http,74,2
inouitoosh.com,Generalist,0.955,0.0,0.05,vision_screenshot:0.05;text_extraction_failed,1,,2025-11-07T12:28:40.448737,2025-11-07T12:28:45.489763,playwright,0,0
invicta.it,Generalist,1.0,0.0,,"generalist:home,accessori",0,,2025-11-07T12:28:45.805748,2025-11-07T12:28:46.530906,http,17,9
jakosportkleding.nl,Pure Bodywear,0.9375,0.9375,,"bodywear:underwear,sokken",0,,2025-11-07T12:28:46.874925,2025-11-07T12:28:47.566790,http,100,4
joop.com,Generalist,1.0,0.0,,"bodywear:loungewear,unterwäsche;generalist:jeans,mäntel,jacken",0,,2025-11-07T12:28:47.924537,2025-11-07T12:28:48.525750,http,99,5
justfemale.dk,Generalist,1.0,0.0,0.0,vision_screenshot:0.00;text_extraction_failed,1,,2025-11-07T12:28:48.825601,2025-11-07T12:28:57.038237,playwright,0,0
jackjones.com,Generalist,1.0,0.0,,"generalist:denim,schoenen,kinderen",0,,2025-11-07T12:28:57.384143,2025-11-07T12:28:59.590196,http,25,5
jacquemus.fr,Generalist,1.0,0.0,,generalist:accessories,0,,2025-11-07T12:28:59.937472,2025-11-07T12:30:13.998520,firecrawl,83,1
jadedldn.com,Generalist,0.91,0.0,0.1,vision_screenshot:0.10;text_extraction_failed,1,,2025-11-07T12:30:14.615135,2025-11-07T12:30:34.049832,playwright,0,0
joules.com,Generalist,1.0,0.0,,"generalist:outerwear,home",0,,2025-11-07T12:30:34.439642,2025-11-07T12:30:38.597198,http,11,4
joyceandgirls.com,Generalist,1.0,0.0,0.0,vision_screenshot:0.00;text_extraction_failed,1,,2025-11-07T12:30:38.903768,2025-11-07T12:30:42.116265,playwright,0,0
justjunkies.eu,Generalist,1.0,0.0,0.0,vision_screenshot:0.00;text_extraction_failed,1,,2025-11-07T12:30:42.433481,2025-11-07T12:30:45.252978,playwright,0,0
kabak.com.pl,Generalist,1.0,0.0,,,0,,2025-11-07T12:30:45.566126,2025-11-07T12:30:48.006944,http,43,10
kaikoaworld.com,Bodywear Leaning,0.5,0.6666666666666666,0.0,bodywear:swimwear;vision_screenshot:0.00,1,,2025-11-07T12:30:48.317898,2025-11-07T12:30:51.578305,http+vision,28,6
koramikino.eu,Error,0.0,,,,0,Firecrawl API error: 500,2025-11-07T12:30:51.917994,2025-11-07T12:31:14.651509,,0,0
kunert.de,Bodywear Leaning,0.675,0.0,0.75,vision_screenshot:0.75;text_extraction_failed,1,,2025-11-07T12:31:15.113856,2025-11-07T12:31:21.683033,playwright,0,0
kanjerskinderkleding.nl,Generalist,1.0,0.0,0.0,vision_screenshot:0.00;text_extraction_failed,1,,2025-11-07T12:31:22.027663,2025-11-07T12:31:24.996931,playwright,0,0
2karko.com,Generalist,1.0,0.0,0.0,vision_screenshot:0.00;text_extraction_failed,1,,2025-11-07T12:31:25.302853,2025-11-07T12:31:33.242192,playwright,0,0
kujten.com,Generalist,1.0,0.0,,"generalist:jeans,accessoires,manteaux",0,,2025-11-07T12:31:33.575690,2025-11-07T12:31:34.539110,http,150,9
lacomedi.com,Generalist,1.0,0.0,0.0,vision_screenshot:0.00;text_extraction_failed,1,,2025-11-07T12:31:34.798353,2025-11-07T12:31:40.394660,playwright,0,0
lidea.de,Bodywear Leaning,0.5,0.6666666666666666,0.0,bodywear:swimwear;vision_screenshot:0.00,1,,2025-11-07T12:31:40.701733,2025-11-07T12:31:43.979977,http+vision,21,3
lionofporches.com,Generalist,1.0,0.0,,"generalist:coats,jackets,footwear",0,,2025-11-07T12:31:44.271727,2025-11-07T12:31:45.493371,http,108,2
lou-lingerie.fr,Generalist,1.0,0.0,0.0,vision_screenshot:0.00;text_extraction_failed,1,,2025-11-07T12:31:45.763678,2025-11-07T12:31:54.981354,playwright,0,0
lovebrand.com,Bodywear Leaning,0.5,0.6105263157894737,0.1,"bodywear:swimwear,swim,bikini;generalist:jackets,accessories,bags;vision_screenshot:0.10",1,,2025-11-07T12:31:55.287466,2025-11-07T12:32:09.279520,http+vision,148,10
laperla.com,Pure Bodywear,0.855,0.0,0.95,vision_screenshot:0.95;text_extraction_failed,1,,2025-11-07T12:32:09.707283,2025-11-07T12:32:25.343741,playwright,0,0
lacoste.com,Generalist,0.8043859649122806,0.1956140350877193,,"bodywear:underwear,briefs,pajamas,swimwear,swim;generalist:coats,jackets,shoes",0,,2025-11-07T12:32:25.679148,2025-11-07T12:33:00.310391,firecrawl,150,8
lafuma.com,Generalist,0.955,0.0,0.05,vision_screenshot:0.05;text_extraction_failed,1,,2025-11-07T12:33:00.916880,2025-11-07T12:33:05.371844,playwright,0,0
laundryindustry.com,Generalist,1.0,0.0,,,0,,2025-11-07T12:33:05.708537,2025-11-07T12:33:06.318533,http,8,0
leslipfrancais.fr,Pure Bodywear,0.8333333333333334,0.8333333333333334,,"bodywear:boxers,slip",0,,2025-11-07T12:33:06.609269,2025-11-07T12:33:07.340328,http,11,3
lemonberet.fashion,Generalist,1.0,0.0,,"generalist:kids,home",0,,2025-11-07T12:33:07.601670,2025-11-07T12:33:08.885723,http,17,4
lentiggini-swim.com,Error,0.0,,,,0,Firecrawl API error: 408,2025-11-07T12:33:09.157464,2025-11-07T12:33:50.185345,,0,0
leonandharper.com,Generalist,1.0,0.0,,"generalist:jeans,accessoires,manteaux",0,,2025-11-07T12:33:50.668267,2025-11-07T12:33:51.973830,http,39,0
lessoeurs.be,Generalist,1.0,0.0,,"generalist:denim,jackets",0,,2025-11-07T12:33:52.255675,2025-11-07T12:33:52.987480,http,46,10
lesgirlslesboys.com,Generalist,1.0,0.0,0.0,vision_screenshot:0.00;text_extraction_failed,1,,2025-11-07T12:33:53.266085,2025-11-07T12:34:02.935165,playwright,0,0
mouwlengte7.com,Bodywear Leaning,0.5,0.4714285714285714,0.1,"bodywear:ondergoed,boxershorts,sokken;generalist:accessoires,casa;vision_screenshot:0.10",1,,2025-11-07T12:34:03.323563,2025-11-07T12:34:07.197269,http+vision,144,9
flo.nl,Generalist,1.0,0.0,,,0,,2025-11-07T12:34:07.521163,2025-11-07T12:34:09.066537,http,53,3
lingadore.nl,Pure Bodywear,0.9258333333333334,0.9258333333333334,,"bodywear:bh,slips,badmode,hipster;generalist:accessoires",0,,2025-11-07T12:34:09.330667,2025-11-07T12:34:12.933875,http,41,9
lisecharmel.com,Pure Bodywear,0.9022727272727272,0.9022727272727272,,"bodywear:lingerie,bras,briefs,panties,pyjamas;generalist:accessories",0,,2025-11-07T12:34:13.409863,2025-11-07T12:34:14.329155,http,47,10
livera.nl,Pure Bodywear,0.9864864864864864,0.9864864864864864,,"bodywear:lingerie,shapewear,loungewear,boxers,bh",0,,2025-11-07T12:34:14.726559,2025-11-07T12:34:16.099067,http,61,5
louisabracq.com,Pure Bodywear,0.9782608695652174,0.9782608695652174,,"bodywear:bra,bras,briefs,panties,boxer",0,,2025-11-07T12:34:16.460059,2025-11-07T12:34:17.100242,http,90,10
louisemisha.com,Generalist,0.76,0.38,0.1,"bodywear:lingerie,pajamas,swimwear;generalist:coats,jackets,kids;vision_screenshot:0.10",1,,2025-11-07T12:34:17.400679,2025-11-07T12:34:26.330727,http+vision,103,1
lovable.it,Pure Bodywear,0.9473684210526316,0.9473684210526316,,"bodywear:slip,boxer,intimo,reggiseno",0,,2025-11-07T12:34:26.689111,2025-11-07T12:34:27.490718,http,52,4
lovestoriesintimates.com,Pure Bodywear,0.9266666666666666,0.9266666666666666,,"bodywear:lingerie,bras,briefs,pyjamas,loungewear;generalist:accessories",0,,2025-11-07T12:34:27.756045,2025-11-07T12:34:28.268161,http,92,0
lovechild1979.com,Generalist,0.91,0.0,0.1,vision_screenshot:0.10;text_extraction_failed,1,,2025-11-07T12:34:28.532135,2025-11-07T12:34:32.244216,playwright,0,0
lovjoi.com,Bodywear Leaning,0.5,0.6710526315789473,0.1,"bodywear:lingerie,bras,intimates,nightwear,swimwear;generalist:jeans;vision_screenshot:0.10",1,,2025-11-07T12:34:32.559774,2025-11-07T12:34:40.723446,http+vision,76,9
lowa.nl,Generalist,1.0,0.0,,"bodywear:sokken;generalist:schoenen,kinderen,accessoires",0,,2025-11-07T12:34:41.011804,2025-11-07T12:34:42.150606,http,100,2
ludiqueshop.com,Pure Bodywear,0.85,0.85,,"bodywear:lingerie,underwear,bras,nightwear,loungewear;generalist:outerwear,accessories",0,,2025-11-07T12:34:42.408183,2025-11-07T12:34:42.839851,http,22,10
luke1977.com,Generalist,1.0,0.0,,,0,,2025-11-07T12:34:43.090751,2025-11-07T12:34:44.685761,http,49,8
lyleandscott.com,Generalist,1.0,0.0,,generalist:kinderen,0,,2025-11-07T12:34:44.942029,2025-11-07T12:34:46.406787,http,12,5
maisonlejaby.com,Pure Bodywear,0.855,0.0,0.95,vision_screenshot:0.95;text_extraction_failed,1,,2025-11-07T12:34:46.692186,2025-11-07T12:34:57.213017,playwright,0,0
urban-classics.net,Generalist,1.0,0.0,,"generalist:accessoires,kinder",0,,2025-11-07T12:34:57.588263,2025-11-07T12:35:00.753374,http,11,1
miniature.com,Generalist,0.8690476190476191,0.1309523809523809,,"bodywear:underwear,swimwear;generalist:outerwear,jackets,kids",0,,2025-11-07T12:35:01.041094,2025-11-07T12:35:01.982704,http,50,3
monkandanna.com,Generalist,1.0,0.0,,"generalist:home,bags,accessoires",0,,2025-11-07T12:35:02.304361,2025-11-07T12:35:03.325054,http,32,0
msgm.it,Generalist,1.0,0.0,,"generalist:denim,jackets,shoes",0,,2025-11-07T12:35:03.608295,2025-11-07T12:35:04.984070,http,35,8
mujionline.eu,Generalist,1.0,0.0,0.0,vision_screenshot:0.00;text_extraction_failed,1,,2025-11-07T12:35:05.246056,2025-11-07T12:35:13.733383,playwright,0,0
mackintosh.com,Generalist,1.0,0.0,,"generalist:coats,jackets,boots",0,,2025-11-07T12:35:14.067676,2025-11-07T12:35:15.344721,http,150,10
madsnorgaard.com,Generalist,1.0,0.0,,"bodywear:underwear;generalist:denim,jeans,coats",0,,2025-11-07T12:35:15.604614,2025-11-07T12:35:17.113171,http,102,9
maiyo.co.uk,Bodywear Leaning,0.6454545454545455,0.6409090909090909,0.65,"bodywear:swimwear,bikini;generalist:accessories;vision_screenshot:0.65",1,,2025-11-07T12:35:17.379727,2025-11-07T12:35:21.621728,http+vision,84,4
mango.com,Generalist,1.0,0.0,,"generalist:home,kinderen",0,,2025-11-07T12:35:21.928245,2025-11-07T12:35:22.903188,http,15,2
marimekko.com,Generalist,0.91,0.0,0.1,vision_screenshot:0.10;text_extraction_failed,1,,2025-11-07T12:35:23.192168,2025-11-07T12:35:30.674319,playwright,0,0
marliesdekkers.com,Pure Bodywear,0.9736,0.9736,,"bodywear:lingerie,bras,briefs,bikini,tanga;generalist:accessories",0,,2025-11-07T12:35:30.976980,2025-11-07T12:35:31.686791,http,100,6
maryanmehlhorn.com,Bodywear Leaning,0.5,0.73125,0.0,bodywear:bikini;generalist:home;vision_screenshot:0.00,1,,2025-11-07T12:35:31.949248,2025-11-07T12:35:34.908078,http+vision,18,4
merzbschwanen.com,Generalist,0.853125,0.146875,,"bodywear:underwear,sleepwear;generalist:jackets,home,accessories",0,,2025-11-07T12:35:35.214327,2025-11-07T12:35:37.263912,http,98,10
metissier.com,Generalist,1.0,0.0,0.0,vision_screenshot:0.00;text_extraction_failed,1,,2025-11-07T12:35:37.534952,2025-11-07T12:35:44.964210,playwright,0,0
mila-beach.com,Bodywear Leaning,0.5850000000000001,0.0,0.65,vision_screenshot:0.65;text_extraction_failed,1,,2025-11-07T12:35:45.270275,2025-11-07T12:35:54.176970,playwright,0,0
minelli.fr,Generalist,1.0,0.0,,"generalist:boots,accessoires,chaussures",0,,2025-11-07T12:35:54.477258,2025-11-07T12:35:55.016701,http,96,10
mintvelvet.co.uk,Generalist,1.0,0.0,,"generalist:coats,shoes,accessories",0,,2025-11-07T12:35:55.346721,2025-11-07T12:35:56.180676,http,8,9
modstrom.com,Generalist,1.0,0.0,,"generalist:denim,coats,jackets",0,,2025-11-07T12:35:56.458976,2025-11-07T12:35:57.288427,http,28,9
molo.com,Generalist,1.0,0.0,,,0,,2025-11-07T12:35:57.574372,2025-11-07T12:35:59.970986,playwright,0,0
monsieurtshirt.com,Bodywear Leaning,0.5,0.5,0.1,bodywear:boxers;vision_screenshot:0.10,1,,2025-11-07T12:36:00.280783,2025-11-07T12:36:04.821441,http+vision,11,10
moustard.co.uk,Generalist,1.0,0.0,0.0,vision_screenshot:0.00;text_extraction_failed,1,,2025-11-07T12:36:05.173804,2025-11-07T12:36:10.155621,playwright,0,0
muchachomalo.com,Bodywear Leaning,0.6038461538461539,0.6576923076923077,0.55,"bodywear:briefs,trunks,ondergoed,boxershorts,sokken;generalist:accessoires;vision_screenshot:0.55",1,,2025-11-07T12:36:10.502665,2025-11-07T12:36:20.035976,http+vision,52,10
myrinaworld.com,Generalist,1.0,0.0,0.0,vision_screenshot:0.00;text_extraction_failed,1,,2025-11-07T12:36:20.358858,2025-11-07T12:36:29.252292,playwright,0,0
naturana.com,Pure Bodywear,0.96,0.96,,bodywear:bras,0,,2025-11-07T12:36:29.743111,2025-11-07T12:36:31.433137,http,50,1
newgirlorder.co.uk,Generalist,1.0,0.0,0.0,vision_screenshot:0.00;text_extraction_failed,1,,2025-11-07T12:36:31.811920,2025-11-07T12:36:34.652022,playwright,0,0
nikben.com,Generalist,0.87,0.21,0.05,"bodywear:swim;generalist:jackets,accessories;vision_screenshot:0.05",1,,2025-11-07T12:36:35.055984,2025-11-07T12:36:46.510306,http+vision,115,10
noncommun.com,Generalist,1.0,0.0,,,0,,2025-11-07T12:36:46.851302,2025-11-07T12:36:47.188267,http,6,0
nzanewzealand.com,Generalist,1.0,0.0,,"bodywear:boxers;generalist:jeans,jackets,shoes",0,,2025-11-07T12:36:47.439806,2025-11-07T12:36:47.742474,http,46,10
napo-shop.de,Generalist,0.8370967741935484,0.2258064516129032,0.1,"bodywear:pyjamas,nachtwäsche,bademode;generalist:accessoires,mäntel,jacken;vision_screenshot:0.10",1,,2025-11-07T12:36:48.040327,2025-11-07T12:36:55.004352,http+vision,100,10
nicethingspalomas.com,Generalist,1.0,0.0,,,0,,2025-11-07T12:36:55.329779,2025-11-07T12:36:56.628031,http,5,1
north56-4.com,Generalist,1.0,0.0,,generalist:denim,0,,2025-11-07T12:36:56.914734,2025-11-07T12:36:57.657062,http,80,10
webstore.northsails.com,Generalist,1.0,0.0,,"generalist:outerwear,jackets,kids",0,,2025-11-07T12:36:57.957531,2025-11-07T12:36:59.418292,http,52,10
nue-studio.com,Bodywear Leaning,0.6025,0.5549999999999999,0.65,"bodywear:lingerie,swimwear;generalist:jackets,accessories;vision_screenshot:0.65",1,,2025-11-07T12:36:59.686326,2025-11-07T12:37:08.816237,http+vision,43,0
nenes-paris.com,Pure Bodywear,0.8175675675675675,0.8175675675675675,,"bodywear:lingerie,pyjamas;generalist:accessoires,vestes,bijoux",0,,2025-11-07T12:37:09.133623,2025-11-07T12:37:10.045021,http,48,6
oneill.com,Bodywear Leaning,0.5,0.5,0.1,"bodywear:swimwear,swim,bikini;generalist:jackets,footwear,accessories;vision_screenshot:0.10",1,,2025-11-07T12:37:10.333460,2025-11-07T12:37:20.188104,http+vision,58,10
olymp.com,Generalist,1.0,0.0,0.0,vision_screenshot:0.00;text_extraction_failed,1,,2025-11-07T12:37:20.536640,2025-11-07T12:37:24.373222,playwright,0,0
oceanusswimwear.com,Bodywear Leaning,0.495,0.0,0.55,vision_screenshot:0.55;text_extraction_failed,1,,2025-11-07T12:37:24.653062,2025-11-07T12:37:36.186551,playwright,0,0
olly-lingerie.com,Pure Bodywear,0.9830508474576272,0.9830508474576272,,"bodywear:lingerie,maillots",0,,2025-11-07T12:37:36.511336,2025-11-07T12:37:37.113757,http,65,8
olow.fr,Generalist,1.0,0.0,,"generalist:bags,accessoires,vestes",0,,2025-11-07T12:37:37.387827,2025-11-07T12:37:38.502569,http,52,10
outland-wear.fr,Generalist,1.0,0.0,,"generalist:denim,outerwear,accessoires",0,,2025-11-07T12:37:38.770023,2025-11-07T12:37:39.594402,http,24,9
oysho.com,Generalist,1.0,0.0,,,0,,2025-11-07T12:37:39.875935,2025-11-07T12:38:19.536593,firecrawl,0,0
peregrineclothing.co.uk,Generalist,1.0,0.0,,"generalist:coats,jackets,accessories",0,,2025-11-07T12:38:20.151779,2025-11-07T12:38:21.605338,http,100,10
promiss.nl,Generalist,1.0,0.0,0.0,vision_screenshot:0.00;text_extraction_failed,1,,2025-11-07T12:38:21.884250,2025-11-07T12:38:24.904048,playwright,0,0
puma.com,Generalist,0.8518518518518519,0.1962962962962963,0.1,"bodywear:ondergoed,bh,sokken;generalist:sneakers,home,schoenen;vision_screenshot:0.10",1,,2025-11-07T12:38:25.229106,2025-11-07T12:38:31.422228,http+vision,101,10
pamelamann.co.uk,Bodywear Leaning,0.5,0.175,0.45,"bodywear:underwear;generalist:home,accessories;vision_screenshot:0.45",1,,2025-11-07T12:38:31.732000,2025-11-07T12:38:38.124167,http+vision,50,10
en.pieddebiche-paris.com,Generalist,1.0,0.0,,,0,,2025-11-07T12:38:38.438591,2025-11-07T12:38:38.850170,http,20,0
pierrerobert.no,Pure Bodywear,0.9411764705882352,0.9411764705882352,,bodywear:boxer,0,,2025-11-07T12:38:39.130807,2025-11-07T12:38:39.487185,http,45,1
primadonna.com,Pure Bodywear,0.765,0.0,0.85,vision_screenshot:0.85;text_extraction_failed,1,,2025-11-07T12:38:39.790012,2025-11-07T12:38:44.165049,playwright,0,0
quiksilver.com,Generalist,1.0,0.0,,generalist:home,0,,2025-11-07T12:38:44.598739,2025-11-07T12:38:45.278858,http,38,10
roseanna.fr,Generalist,1.0,0.0,,"generalist:denim,boots,accessoires",0,,2025-11-07T12:38:45.614955,2025-11-07T12:38:46.200938,http,94,4
reebok.nl,Generalist,1.0,0.0,,"bodywear:ondergoed;generalist:sneakers,jassen",0,,2025-11-07T12:38:46.527838,2025-11-07T12:39:08.019218,http,28,10
refrigiwear.it,Generalist,1.0,0.0,,"generalist:denim,outerwear,coats",0,,2025-11-07T12:39:08.424821,2025-11-07T12:39:10.186000,http,115,9
